,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Income_per_Year,Log_MonthlyIncome,Log_DailyRate,Norm_Age,Norm_MonthlyRate,Poly_0,Poly_1,Poly_2,Poly_3,Poly_4
1182,36,No,Non-Travel,894,Research & Development,1,4,Medical,1,1662,4,Female,33,2,2,Manufacturing Director,3,Married,4374,15411,0,Y,No,15,3,3,80,0,4,6,3,3,2,1,2,13122.0,8.383661798791715,6.796823718274855,0.42857142857142855,0.5347119052399116,3.0,15.0,9.0,45.0,225.0
1183,36,No,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,1,1664,4,Male,79,4,2,Healthcare Representative,1,Divorced,6842,26308,6,Y,No,20,4,1,80,1,13,3,3,5,4,0,4,13684.0,8.830981510952498,6.947937068614969,0.42857142857142855,0.9722545673559525,4.0,20.0,16.0,80.0,400.0
1184,54,No,Travel_Rarely,584,Research & Development,22,5,Medical,1,1665,2,Female,91,3,4,Manager,3,Married,17426,18685,3,Y,No,25,4,3,80,1,36,6,3,10,8,4,7,19010.18181818182,9.765776006660642,6.371611847231857,0.857142857142857,0.6661714515157598,4.0,25.0,16.0,100.0,625.0
1185,43,No,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,1,1666,3,Male,65,2,4,Research Director,3,Married,17603,3525,1,Y,No,24,4,1,80,1,14,3,3,14,10,6,11,14082.4,9.775881427930981,7.163946684342547,0.5952380952380951,0.057458341698454124,4.0,24.0,16.0,96.0,576.0
1186,35,Yes,Travel_Frequently,880,Sales,12,4,Other,1,1667,4,Male,36,3,2,Sales Executive,4,Single,4581,10414,3,Y,Yes,24,4,1,80,0,13,2,4,11,9,6,7,4581.0,8.42989086301344,6.78105762593618,0.4047619047619047,0.3340694639630596,4.0,24.0,16.0,96.0,576.0
1187,38,No,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,1,1668,4,Male,90,3,2,Research Scientist,4,Married,4735,9867,7,Y,No,15,3,4,80,2,19,4,4,13,11,2,9,4058.5714285714284,8.462948176563842,7.081708586105575,0.4761904761904761,0.31210600281068057,3.0,15.0,9.0,45.0,225.0
1188,29,No,Travel_Rarely,991,Sales,5,3,Medical,1,1669,1,Male,43,2,2,Sales Executive,2,Divorced,4187,3356,1,Y,Yes,13,3,2,80,1,10,3,2,10,0,0,9,4567.636363636364,8.339978571990427,6.899723107284872,0.2619047619047619,0.05067255571170448,3.0,13.0,9.0,39.0,169.0
1189,33,No,Travel_Rarely,392,Sales,2,4,Medical,1,1670,4,Male,93,3,2,Sales Executive,4,Divorced,5505,3921,1,Y,No,14,3,3,80,2,6,5,3,6,2,0,4,9437.142857142857,8.613593685702552,5.973809611869261,0.35714285714285715,0.07335876330054206,3.0,14.0,9.0,42.0,196.0
1190,32,No,Travel_Rarely,977,Research & Development,2,3,Medical,1,1671,4,Male,45,3,2,Research Scientist,2,Divorced,5470,25518,0,Y,No,13,3,3,80,2,10,4,2,9,5,1,6,6564.0,8.607216694063826,6.885509670034818,0.3333333333333333,0.9405340293113832,3.0,13.0,9.0,39.0,169.0
1191,31,No,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,1673,1,Female,67,3,2,Sales Executive,4,Married,5476,22589,1,Y,No,11,3,1,80,2,10,2,3,10,0,0,2,5973.818181818182,8.608312784783722,7.014814351275545,0.3095238095238095,0.8229271230676571,3.0,11.0,9.0,33.0,121.0
1192,49,No,Travel_Rarely,464,Research & Development,16,3,Medical,1,1674,4,Female,74,3,1,Laboratory Technician,1,Divorced,2587,24941,4,Y,Yes,16,3,2,80,1,17,2,2,2,2,2,2,10348.0,7.858640655620791,6.142037405587356,0.7380952380952379,0.9173659907649067,3.0,16.0,9.0,48.0,256.0
1193,38,No,Travel_Frequently,148,Research & Development,2,3,Medical,1,1675,4,Female,42,2,1,Laboratory Technician,2,Single,2440,23826,1,Y,No,22,4,2,80,0,4,3,3,4,3,3,3,5856.0,7.80016307039296,5.003946305945459,0.4761904761904761,0.8725958642842803,4.0,22.0,16.0,88.0,484.0
1194,47,No,Travel_Rarely,1225,Sales,2,4,Life Sciences,1,1676,2,Female,47,4,4,Manager,2,Divorced,15972,21086,6,Y,No,14,3,3,80,3,29,2,3,3,2,1,2,47916.0,9.678655075789957,7.111512116496157,0.6904761904761905,0.7625777956233688,3.0,14.0,9.0,42.0,196.0
1195,49,No,Travel_Rarely,809,Research & Development,1,3,Life Sciences,1,1677,3,Male,36,3,4,Manager,3,Single,15379,22384,4,Y,No,14,3,1,80,0,23,2,3,8,7,0,0,20505.333333333332,9.640823243059636,6.697034247666484,0.7380952380952379,0.8146958442079903,3.0,14.0,9.0,42.0,196.0
1196,41,No,Travel_Rarely,1206,Sales,23,2,Life Sciences,1,1678,4,Male,80,3,3,Sales Executive,3,Single,7082,11591,3,Y,Yes,16,3,4,80,0,21,2,3,2,0,0,2,28328.0,8.865452825753623,7.095893221097532,0.5476190476190477,0.3813290503914877,3.0,16.0,9.0,48.0,256.0
1197,20,No,Travel_Rarely,727,Sales,9,1,Life Sciences,1,1680,4,Male,54,3,1,Sales Representative,1,Single,2728,21082,1,Y,No,11,3,1,80,0,2,3,3,2,2,0,2,10912.0,7.911690520708339,6.590301048196686,0.047619047619047616,0.7624171853041558,3.0,11.0,9.0,33.0,121.0
1198,33,No,Non-Travel,530,Sales,16,3,Life Sciences,1,1681,3,Female,36,3,2,Sales Executive,4,Divorced,5368,16130,1,Y,Yes,25,4,3,80,1,7,2,3,6,5,1,2,9202.285714285714,8.58839695042257,6.274762021241939,0.35714285714285715,0.5635816101184501,4.0,25.0,16.0,100.0,625.0
1199,36,No,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1,1682,1,Male,80,3,2,Healthcare Representative,3,Married,5347,7419,6,Y,No,14,3,2,80,2,10,2,2,3,2,0,2,16041.0,8.584477938221834,7.20934025660291,0.42857142857142855,0.21381248745231882,3.0,14.0,9.0,42.0,196.0
1200,44,No,Travel_Rarely,528,Human Resources,1,3,Life Sciences,1,1683,3,Female,44,3,1,Human Resources,4,Divorced,3195,4167,4,Y,Yes,18,3,1,80,3,8,2,3,2,2,2,2,12780.0,8.069655306886165,6.270988431858299,0.6190476190476188,0.08323629793214213,3.0,18.0,9.0,54.0,324.0
1201,23,Yes,Travel_Rarely,1320,Research & Development,8,1,Medical,1,1684,4,Male,93,2,1,Laboratory Technician,3,Single,3989,20586,1,Y,Yes,11,3,1,80,0,5,2,3,5,4,1,2,7978.0,8.29154650988391,7.186144304522325,0.11904761904761901,0.7425015057217426,3.0,11.0,9.0,33.0,121.0
1202,38,No,Travel_Rarely,1495,Research & Development,4,2,Medical,1,1687,4,Female,87,3,1,Laboratory Technician,3,Married,3306,26176,7,Y,No,19,3,4,80,1,7,5,2,0,0,0,0,39672.0,8.103796712981794,7.310550158534422,0.4761904761904761,0.9669544268219233,3.0,19.0,9.0,57.0,361.0
1203,53,No,Travel_Rarely,1395,Research & Development,24,4,Medical,1,1689,2,Male,48,4,3,Healthcare Representative,4,Married,7005,3458,3,Y,No,15,3,3,80,0,11,2,3,4,3,1,2,16812.0,8.854522203757432,7.241366283322318,0.8333333333333333,0.05476811885163621,3.0,15.0,9.0,45.0,225.0
1204,48,Yes,Travel_Frequently,708,Sales,7,2,Medical,1,1691,4,Female,95,3,1,Sales Representative,3,Married,2655,11740,2,Y,Yes,11,3,3,80,2,19,3,3,9,7,7,7,3186.0,7.884576510596324,6.5638555265321274,0.7142857142857142,0.3873117847821722,3.0,11.0,9.0,33.0,121.0
1205,32,Yes,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,1,1692,4,Male,95,3,1,Laboratory Technician,2,Single,1393,24852,1,Y,No,12,3,1,80,0,1,2,3,1,0,0,0,8358.0,7.2399325913204695,7.138866999945524,0.3333333333333333,0.9137924111624172,3.0,12.0,9.0,36.0,144.0
1206,26,No,Non-Travel,786,Research & Development,7,3,Medical,1,1693,4,Male,76,3,1,Laboratory Technician,4,Single,2570,11925,1,Y,No,20,4,3,80,0,7,5,3,7,7,5,7,3855.0,7.852050207265889,6.668228248417403,0.19047619047619052,0.3947400120457739,4.0,20.0,16.0,80.0,400.0
1207,55,No,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1,1694,1,Male,94,2,1,Research Scientist,2,Divorced,3537,23737,5,Y,No,12,3,4,80,1,8,1,3,4,2,1,2,8488.8,8.17131687471973,7.273786317844895,0.8809523809523809,0.8690222846817908,3.0,12.0,9.0,36.0,144.0
1208,34,No,Travel_Rarely,1157,Research & Development,5,2,Medical,1,1696,2,Male,57,2,2,Laboratory Technician,4,Married,3986,11912,1,Y,No,14,3,3,80,1,15,3,4,15,10,4,13,2989.5,8.290794347381356,7.05444965813294,0.380952380952381,0.39421802850833165,3.0,14.0,9.0,42.0,196.0
1209,60,No,Travel_Rarely,370,Research & Development,1,4,Medical,1,1697,3,Male,92,1,3,Healthcare Representative,4,Divorced,10883,20467,3,Y,No,20,4,3,80,1,19,2,4,1,0,0,0,65298.0,9.295049099903137,5.916202062607435,0.9999999999999998,0.7377233487251555,4.0,20.0,16.0,80.0,400.0
1210,33,No,Travel_Rarely,267,Research & Development,21,3,Medical,1,1698,2,Male,79,4,1,Laboratory Technician,2,Married,2028,13637,1,Y,No,18,3,4,80,3,14,6,3,14,11,2,13,1622.4,7.615298339825815,5.5909869805108565,0.35714285714285715,0.46348122866894204,3.0,18.0,9.0,54.0,324.0
1211,37,No,Travel_Frequently,1278,Sales,1,4,Medical,1,1700,3,Male,31,1,2,Sales Executive,4,Divorced,9525,7677,1,Y,No,14,3,3,80,2,6,2,2,6,3,1,3,16328.57142857143,9.161780181360806,7.153833801578843,0.4523809523809524,0.22417185304155793,3.0,14.0,9.0,42.0,196.0
1212,34,No,Travel_Rarely,678,Research & Development,19,3,Life Sciences,1,1701,2,Female,35,2,1,Research Scientist,4,Married,2929,20338,1,Y,No,12,3,2,80,0,10,3,3,10,9,8,7,3195.2727272727275,7.982757702011113,6.520621127558696,0.380952380952381,0.732543665930536,3.0,12.0,9.0,36.0,144.0
1213,23,Yes,Travel_Rarely,427,Sales,7,3,Life Sciences,1,1702,3,Male,99,3,1,Sales Representative,4,Divorced,2275,25103,1,Y,Yes,21,4,2,80,1,3,2,3,3,2,0,2,6825.0,7.730174795246222,6.059123195581797,0.11904761904761901,0.9238707086930334,4.0,21.0,16.0,84.0,441.0
1214,44,No,Travel_Rarely,921,Research & Development,2,3,Life Sciences,1,1703,3,Female,96,4,3,Healthcare Representative,4,Married,7879,14810,1,Y,Yes,19,3,2,80,1,9,2,3,8,7,6,7,10505.333333333334,8.972083182851925,6.826545223556594,0.6190476190476188,0.510580204778157,3.0,19.0,9.0,57.0,361.0
1215,35,No,Travel_Frequently,146,Research & Development,2,4,Medical,1,1704,1,Male,79,2,1,Research Scientist,4,Single,4930,13970,0,Y,Yes,14,3,3,80,0,6,2,4,5,4,1,4,9860.0,8.503297086224126,4.990432586778736,0.4047619047619047,0.476852037743425,3.0,14.0,9.0,42.0,196.0
1216,43,No,Travel_Rarely,1179,Sales,2,3,Medical,1,1706,4,Male,73,3,2,Sales Executive,4,Married,7847,6069,1,Y,Yes,17,3,1,80,1,10,3,3,10,9,8,8,8560.363636363636,8.9680140012452,7.07326971745971,0.5952380952380951,0.15960650471792812,3.0,17.0,9.0,51.0,289.0
1217,24,No,Travel_Rarely,581,Research & Development,9,3,Medical,1,1707,3,Male,62,4,1,Research Scientist,3,Married,4401,17616,1,Y,No,16,3,4,80,1,5,1,3,5,3,0,4,8802.0,8.389814262086407,6.366470447731438,0.14285714285714285,0.6232483437060831,3.0,16.0,9.0,48.0,256.0
1218,41,No,Travel_Rarely,918,Sales,6,3,Marketing,1,1708,4,Male,35,3,3,Sales Executive,3,Single,9241,15869,1,Y,No,12,3,2,80,0,10,3,3,10,8,8,7,10081.09090909091,9.131513591430211,6.823286122355687,0.5476190476190477,0.5531017867898013,3.0,12.0,9.0,36.0,144.0
1219,29,No,Travel_Rarely,1082,Research & Development,9,4,Medical,1,1709,4,Female,43,3,1,Laboratory Technician,3,Married,2974,25412,9,Y,No,17,3,3,80,1,9,2,3,5,3,1,2,5948.0,7.99799931797973,6.9874902470009905,0.2619047619047619,0.9362778558522385,3.0,17.0,9.0,51.0,289.0
1220,36,No,Travel_Rarely,530,Sales,2,4,Life Sciences,1,1710,3,Female,51,3,2,Sales Representative,4,Single,4502,7439,3,Y,No,15,3,3,80,0,17,2,2,13,7,6,7,3858.8571428571427,8.412499120301572,6.274762021241939,0.42857142857142855,0.21461553904838385,3.0,15.0,9.0,45.0,225.0
1221,45,No,Non-Travel,1238,Research & Development,1,1,Life Sciences,1,1712,3,Male,74,2,3,Healthcare Representative,3,Married,10748,3395,3,Y,No,23,4,4,80,1,25,3,2,23,15,14,4,5374.0,9.282568005973063,7.122059881629142,0.6428571428571428,0.05223850632403132,4.0,23.0,16.0,92.0,529.0
1222,24,Yes,Travel_Rarely,240,Human Resources,22,1,Human Resources,1,1714,4,Male,58,1,1,Human Resources,3,Married,1555,11585,1,Y,No,11,3,3,80,1,1,2,3,1,0,0,0,9330.0,7.349873704738337,5.484796933490655,0.14285714285714285,0.38108813491266813,3.0,11.0,9.0,33.0,121.0
1223,47,Yes,Travel_Frequently,1093,Sales,9,3,Life Sciences,1,1716,3,Male,82,1,4,Sales Executive,3,Married,12936,24164,7,Y,No,11,3,3,80,0,25,3,1,23,5,14,10,6468.0,9.467846701917901,6.9975959829819265,0.6904761904761905,0.8861674362577795,3.0,11.0,9.0,33.0,121.0
1224,26,No,Travel_Rarely,390,Research & Development,17,4,Medical,1,1718,4,Male,62,1,1,Laboratory Technician,3,Married,2305,6217,1,Y,No,15,3,3,80,3,3,3,4,3,2,0,2,6915.0,7.743269700829004,5.968707559985366,0.19047619047619052,0.16554908652880948,3.0,15.0,9.0,45.0,225.0
1225,45,No,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,1,1719,4,Female,48,2,4,Research Director,2,Single,16704,17119,1,Y,No,11,3,3,80,0,21,2,3,21,6,8,6,9111.272727272728,9.723463354790857,6.913737350659685,0.6428571428571428,0.6032925115438666,3.0,11.0,9.0,33.0,121.0
1226,32,No,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1,1720,1,Male,56,3,1,Research Scientist,3,Married,3433,17360,6,Y,No,13,3,1,80,1,10,3,2,5,2,1,3,6866.0,8.141481041457421,6.373319789577012,0.3333333333333333,0.6129692832764505,3.0,13.0,9.0,39.0,169.0
1227,31,No,Travel_Rarely,741,Research & Development,2,4,Life Sciences,1,1721,2,Male,69,3,1,Laboratory Technician,3,Married,3477,18103,1,Y,No,14,3,4,80,1,6,2,4,5,2,0,3,6954.0,8.154212694914229,6.60934924316738,0.3095238095238095,0.642802650070267,3.0,14.0,9.0,42.0,196.0
1228,41,No,Non-Travel,552,Human Resources,4,3,Human Resources,1,1722,3,Male,60,1,2,Human Resources,2,Married,6430,20794,6,Y,No,19,3,2,80,1,10,4,3,3,2,1,2,19290.0,8.768885326134862,6.315358001522335,0.5476190476190477,0.7508532423208191,3.0,19.0,9.0,57.0,361.0
1229,40,No,Travel_Rarely,369,Research & Development,8,2,Life Sciences,1,1724,2,Female,92,3,2,Manufacturing Director,1,Married,6516,5041,2,Y,Yes,16,3,2,80,1,18,3,3,1,0,0,0,39096.0,8.78216942633238,5.91350300563827,0.5238095238095237,0.1183296526801847,3.0,16.0,9.0,48.0,256.0
1230,24,No,Travel_Rarely,506,Research & Development,29,1,Medical,1,1725,2,Male,91,3,1,Laboratory Technician,1,Divorced,3907,3622,1,Y,No,13,3,2,80,3,6,2,4,6,2,1,2,6697.714285714285,8.270781013162674,6.2285110035911835,0.14285714285714285,0.06135314193936961,3.0,13.0,9.0,39.0,169.0
1231,46,No,Travel_Rarely,717,Research & Development,13,4,Life Sciences,1,1727,3,Male,34,3,2,Healthcare Representative,2,Single,5562,9697,6,Y,No,14,3,4,80,0,19,3,3,10,7,0,9,6067.636363636364,8.623892810075294,6.576469569048224,0.6666666666666665,0.3052800642441277,3.0,14.0,9.0,42.0,196.0
1232,35,No,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,1,1728,4,Male,49,3,2,Manufacturing Director,3,Married,6883,5151,2,Y,No,16,3,2,80,1,17,3,3,7,7,0,7,10324.5,8.83695515733143,7.223295679562314,0.4047619047619047,0.12274643645854247,3.0,16.0,9.0,48.0,256.0
1233,30,No,Travel_Rarely,793,Research & Development,16,1,Life Sciences,1,1729,2,Male,33,3,1,Research Scientist,4,Married,2862,3811,1,Y,No,12,3,2,80,1,10,2,2,10,0,0,8,3122.181818181818,7.959625305098115,6.677083461247136,0.28571428571428564,0.06894197952218431,3.0,12.0,9.0,36.0,144.0
1234,47,No,Non-Travel,543,Sales,2,4,Marketing,1,1731,3,Male,87,3,2,Sales Executive,2,Married,4978,3536,7,Y,No,11,3,4,80,1,4,3,1,1,0,0,0,29868.0,8.512984346642183,6.298949246855942,0.6904761904761905,0.05790002007628989,3.0,11.0,9.0,33.0,121.0
1235,46,No,Travel_Rarely,1277,Sales,2,3,Life Sciences,1,1732,3,Male,74,3,3,Sales Executive,4,Divorced,10368,5596,4,Y,Yes,12,3,2,80,1,13,5,2,10,6,0,3,11310.545454545454,9.246575864558277,7.15305163493748,0.6666666666666665,0.14061433447098975,3.0,12.0,9.0,36.0,144.0
1236,36,Yes,Travel_Rarely,1456,Sales,13,5,Marketing,1,1733,2,Male,96,2,2,Sales Executive,1,Divorced,6134,8658,5,Y,Yes,13,3,2,80,3,16,3,3,2,2,2,2,24536.0,8.721765357145012,7.284134806195205,0.42857142857142855,0.2635615338285485,3.0,13.0,9.0,39.0,169.0
1237,32,Yes,Travel_Rarely,964,Sales,1,2,Life Sciences,1,1734,1,Male,34,1,2,Sales Executive,2,Single,6735,12147,6,Y,No,15,3,2,80,0,10,2,3,0,0,0,0,80820.0,8.815221555922163,6.872128101338986,0.3333333333333333,0.40365388476209596,3.0,15.0,9.0,45.0,225.0
1238,23,No,Travel_Rarely,160,Research & Development,4,1,Medical,1,1735,3,Female,51,3,1,Laboratory Technician,2,Single,3295,12862,1,Y,No,13,3,3,80,0,3,3,1,3,2,1,2,9885.0,8.100464891029363,5.081404364984463,0.11904761904761901,0.4323629793214214,3.0,13.0,9.0,39.0,169.0
1239,31,No,Travel_Frequently,163,Research & Development,24,1,Technical Degree,1,1736,4,Female,30,3,2,Manufacturing Director,4,Single,5238,6670,2,Y,No,20,4,4,80,0,9,3,2,5,4,1,4,10476.0,8.56388591940822,5.099866427824199,0.3095238095238095,0.18373820517968278,4.0,20.0,16.0,80.0,400.0
1240,39,No,Non-Travel,792,Research & Development,1,3,Life Sciences,1,1737,4,Male,77,3,2,Laboratory Technician,4,Married,6472,8989,1,Y,Yes,15,3,4,80,1,9,2,3,9,8,5,8,7766.4,8.77539495854551,6.675823221634848,0.49999999999999994,0.27685203774342504,3.0,15.0,9.0,45.0,225.0
1241,32,No,Travel_Rarely,371,Sales,19,3,Life Sciences,1,1739,4,Male,80,1,3,Sales Executive,3,Married,9610,3840,3,Y,No,13,3,3,80,1,10,2,1,4,3,0,2,23064.0,9.170663554823284,5.918893854273146,0.3333333333333333,0.0701064043364786,3.0,13.0,9.0,39.0,169.0
1242,40,No,Travel_Rarely,611,Sales,7,4,Medical,1,1740,2,Male,88,3,5,Manager,2,Single,19833,4349,1,Y,No,14,3,2,80,0,21,3,2,21,8,12,8,10818.0,9.89515291574607,6.416732282512326,0.5238095238095237,0.09054406745633406,3.0,14.0,9.0,42.0,196.0
1243,45,No,Travel_Rarely,176,Human Resources,4,3,Life Sciences,1,1744,3,Female,56,1,3,Human Resources,3,Married,9756,6595,4,Y,No,21,4,3,80,2,9,2,4,5,0,0,3,19512.0,9.18574025510795,5.176149732573829,0.6428571428571428,0.18072676169443888,4.0,21.0,16.0,84.0,441.0
1244,30,No,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,1,1745,4,Female,78,2,1,Research Scientist,1,Single,4968,26427,0,Y,No,16,3,4,80,0,10,2,3,9,7,0,7,5961.6,8.51097389160232,7.180069874302796,0.28571428571428564,0.9770327243525397,3.0,16.0,9.0,48.0,256.0
1245,24,No,Travel_Frequently,897,Human Resources,10,3,Medical,1,1746,1,Male,59,3,1,Human Resources,4,Married,2145,2097,0,Y,No,14,3,4,80,1,3,2,3,2,2,2,1,8580.0,7.671360923190644,6.8001700683022,0.14285714285714285,0.00012045773940976001,3.0,14.0,9.0,42.0,196.0
1246,30,Yes,Travel_Frequently,600,Human Resources,8,3,Human Resources,1,1747,3,Female,66,2,1,Human Resources,4,Divorced,2180,9732,6,Y,No,11,3,3,80,1,6,0,2,4,2,1,2,5232.0,7.687538766201629,6.398594934535208,0.28571428571428564,0.30668540453724147,3.0,11.0,9.0,33.0,121.0
1247,31,No,Travel_Rarely,1003,Sales,5,3,Technical Degree,1,1749,1,Male,51,3,2,Sales Executive,3,Married,8346,20943,1,Y,No,19,3,3,80,1,6,3,3,5,2,0,2,16692.0,9.029657471850737,6.911747300251674,0.3095238095238095,0.7568359767115037,3.0,19.0,9.0,57.0,361.0
1248,27,No,Travel_Rarely,1054,Research & Development,8,3,Medical,1,1751,3,Female,67,3,1,Research Scientist,4,Single,3445,6152,1,Y,No,11,3,3,80,0,6,5,2,6,2,1,4,5905.714285714285,8.144969417087875,6.961296045910167,0.21428571428571425,0.16293916884159806,3.0,11.0,9.0,33.0,121.0
1249,29,Yes,Travel_Rarely,428,Sales,9,3,Marketing,1,1752,2,Female,52,1,1,Sales Representative,2,Single,2760,14630,1,Y,No,13,3,3,80,0,2,3,3,2,2,2,2,11040.0,7.923348211930154,6.061456918928017,0.2619047619047619,0.5033527404135716,3.0,13.0,9.0,39.0,169.0
1250,29,No,Travel_Frequently,461,Research & Development,1,3,Life Sciences,1,1753,4,Male,70,4,2,Healthcare Representative,3,Single,6294,23060,8,Y,Yes,12,3,4,80,0,10,5,4,3,2,0,2,18882.0,8.747510946478448,6.135564891081739,0.2619047619047619,0.8418389881549889,3.0,12.0,9.0,36.0,144.0
1251,30,No,Travel_Rarely,979,Sales,15,2,Marketing,1,1754,3,Male,94,2,3,Sales Executive,1,Divorced,7140,3088,2,Y,No,11,3,1,80,1,12,2,3,7,7,1,7,10710.0,8.87360810154911,6.887552571664617,0.28571428571428564,0.03991166432443284,3.0,11.0,9.0,33.0,121.0
1252,34,No,Travel_Rarely,181,Research & Development,2,4,Medical,1,1755,4,Male,97,4,1,Research Scientist,4,Married,2932,5586,0,Y,Yes,14,3,1,80,3,6,3,3,5,0,1,2,5864.0,7.983781068977451,5.204006687076795,0.380952380952381,0.14021280867295724,3.0,14.0,9.0,42.0,196.0
1253,33,No,Non-Travel,1283,Sales,2,3,Marketing,1,1756,4,Female,62,3,2,Sales Executive,2,Single,5147,10697,8,Y,No,15,3,4,80,0,13,2,2,11,7,1,7,5147.0,8.546363568716018,7.157735484249907,0.35714285714285715,0.34543264404738006,3.0,15.0,9.0,45.0,225.0
1254,49,No,Travel_Rarely,1313,Sales,11,4,Marketing,1,1757,4,Female,80,3,2,Sales Executive,4,Single,4507,8191,3,Y,No,12,3,3,80,0,8,1,4,5,1,0,4,9014.0,8.413608875159667,7.1808311990445555,0.7380952380952379,0.2448102790604296,3.0,12.0,9.0,36.0,144.0
1255,33,Yes,Travel_Rarely,211,Sales,16,3,Life Sciences,1,1758,1,Female,74,3,3,Sales Executive,1,Single,8564,10092,2,Y,Yes,20,4,3,80,0,11,2,2,0,0,0,0,102768.0,9.05543941075822,5.356586274672012,0.35714285714285715,0.32114033326641234,4.0,20.0,16.0,80.0,400.0
1256,38,No,Travel_Frequently,594,Research & Development,2,2,Medical,1,1760,3,Female,75,2,1,Laboratory Technician,2,Married,2468,15963,4,Y,No,14,3,2,80,1,9,4,2,6,1,0,5,4230.857142857143,7.81156848934518,6.38856140554563,0.4761904761904761,0.5568761292913069,3.0,14.0,9.0,42.0,196.0
1257,31,Yes,Travel_Rarely,1079,Sales,16,4,Marketing,1,1761,1,Male,70,3,3,Sales Executive,3,Married,8161,19002,2,Y,No,13,3,1,80,3,10,2,3,1,0,0,0,48966.0,9.00724451596575,6.984716320118266,0.3095238095238095,0.6788998193133908,3.0,13.0,9.0,39.0,169.0
1258,29,No,Travel_Rarely,590,Research & Development,4,3,Technical Degree,1,1762,4,Female,91,2,1,Research Scientist,1,Divorced,2109,10007,1,Y,No,13,3,3,80,1,1,2,3,1,0,0,0,12654.0,7.6544432264701125,6.3818160174060985,0.2619047619047619,0.31772736398313595,3.0,13.0,9.0,39.0,169.0
1259,30,No,Travel_Rarely,305,Research & Development,16,3,Life Sciences,1,1763,3,Male,58,4,2,Healthcare Representative,3,Married,5294,9128,3,Y,No,16,3,3,80,1,10,3,3,7,0,1,7,7941.0,8.574518258035507,5.723585101952381,0.28571428571428564,0.282433246336077,3.0,16.0,9.0,48.0,256.0
1260,32,No,Non-Travel,953,Research & Development,5,4,Technical Degree,1,1764,2,Male,65,3,1,Research Scientist,2,Single,2718,17674,2,Y,No,14,3,2,80,0,12,3,3,7,7,0,7,4077.0,7.908019444632471,6.860663671448287,0.3333333333333333,0.6255771933346718,3.0,14.0,9.0,42.0,196.0
1261,38,No,Travel_Rarely,833,Research & Development,18,3,Medical,1,1766,2,Male,60,1,2,Healthcare Representative,4,Married,5811,24539,3,Y,Yes,16,3,3,80,1,15,2,3,1,0,1,0,34866.0,8.667680024690174,6.726233402358747,0.4761904761904761,0.9012246536839992,3.0,16.0,9.0,48.0,256.0
1262,43,Yes,Travel_Frequently,807,Research & Development,17,3,Technical Degree,1,1767,3,Male,38,2,1,Research Scientist,3,Married,2437,15587,9,Y,Yes,16,3,4,80,1,6,4,3,1,0,0,0,14622.0,7.798933310041217,6.694562058521095,0.5952380952380951,0.5417787592852841,3.0,16.0,9.0,48.0,256.0
1263,42,No,Travel_Rarely,855,Research & Development,12,3,Medical,1,1768,2,Male,57,3,1,Laboratory Technician,2,Divorced,2766,8952,8,Y,No,22,4,2,80,3,7,6,2,5,3,0,4,5532.0,7.925518979786926,6.752270376141742,0.5714285714285714,0.2753663922907047,4.0,22.0,16.0,88.0,484.0
1264,55,No,Travel_Rarely,478,Research & Development,2,3,Medical,1,1770,3,Male,60,2,5,Research Director,1,Married,19038,19805,8,Y,No,12,3,2,80,3,34,2,3,1,0,0,0,114228.0,9.854244785957677,6.171700597410915,0.8809523809523809,0.7111423408954025,3.0,12.0,9.0,36.0,144.0
1265,33,No,Non-Travel,775,Research & Development,4,3,Technical Degree,1,1771,4,Male,90,3,2,Research Scientist,2,Divorced,3055,6194,5,Y,No,15,3,4,80,2,11,2,2,9,8,1,7,3666.0,8.024862150286411,6.654152520183219,0.35714285714285715,0.16462557719333468,3.0,15.0,9.0,45.0,225.0
1266,41,No,Travel_Rarely,548,Research & Development,9,4,Life Sciences,1,1772,3,Male,94,3,1,Laboratory Technician,1,Divorced,2289,20520,1,Y,No,20,4,2,80,2,5,2,3,5,3,0,4,4578.0,7.736307096548285,6.3080984415095305,0.5476190476190477,0.739851435454728,4.0,20.0,16.0,80.0,400.0
